Format Version,1.23,Take Name,Take 2022-02-11 07.51.42 PM_004,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,50.000000,Capture Start Time,2022-02-11 08.22.15.784 ,Total Frames in Take,58575,Total Exported Frames,24407,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Brazo,Brazo,Brazo,Brazo,Brazo,Brazo,Brazo,Brazo
,ID,"13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
15116,302.320000,-0.276494,0.009641,0.015474,-0.960843,0.014085,0.147340,0.014360,0.000070
15117,302.340000,-0.275451,0.009471,0.015034,-0.961151,0.014147,0.147698,0.014505,0.000071
15118,302.360000,-0.274428,0.009204,0.014937,-0.961448,0.014187,0.147933,0.014572,0.000058
15119,302.380000,-0.274202,0.009258,0.014893,-0.961512,0.014224,0.148070,0.014658,0.000077
15120,302.400000,-0.273591,0.009079,0.014768,-0.961690,0.014270,0.148211,0.014743,0.000134
15121,302.420000,-0.272797,0.008965,0.015063,-0.961912,0.014313,0.148410,0.014843,0.000135
15122,302.440000,-0.271501,0.009477,0.015357,-0.962269,0.014320,0.148785,0.014982,0.000084
15123,302.460000,-0.270196,0.009190,0.015356,-0.962639,0.014335,0.149227,0.015130,0.000072
15124,302.480000,-0.268746,0.009204,0.015186,-0.963048,0.014370,0.149668,0.015286,0.000084
15125,302.500000,-0.267621,0.009070,0.015190,-0.963362,0.014399,0.149947,0.015400,0.000064
15126,302.520000,-0.266659,0.008872,0.015101,-0.963632,0.014472,0.150151,0.015502,0.000122
15127,302.540000,-0.265716,0.008762,0.015139,-0.963893,0.014545,0.150382,0.015636,0.000067
15128,302.560000,-0.264271,0.008632,0.015121,-0.964291,0.014619,0.150723,0.015778,0.000098
15129,302.580000,-0.262774,0.008111,0.015104,-0.964705,0.014654,0.151124,0.015956,0.000087
15130,302.600000,-0.260613,0.007662,0.014687,-0.965301,0.014705,0.151697,0.016184,0.000154
15131,302.620000,-0.258940,0.007497,0.015070,-0.965747,0.014743,0.152158,0.016367,0.000072
15132,302.640000,-0.256958,0.007300,0.015125,-0.966277,0.014782,0.152661,0.016548,0.000078
15133,302.660000,-0.254979,0.007537,0.014796,-0.966804,0.014850,0.153184,0.016763,0.000084
15134,302.680000,-0.252459,0.007254,0.014530,-0.967471,0.014936,0.153815,0.017024,0.000137
15135,302.700000,-0.250008,0.006936,0.014767,-0.968106,0.015002,0.154332,0.017243,0.000073
15136,302.720000,-0.247380,0.006721,0.014318,-0.968790,0.015084,0.154986,0.017482,0.000086
15137,302.740000,-0.244472,0.006209,0.014114,-0.969534,0.015217,0.155798,0.017789,0.000091
15138,302.760000,-0.241686,0.006028,0.014117,-0.970233,0.015340,0.156411,0.018047,0.000086
15139,302.780000,-0.238859,0.005787,0.013777,-0.970939,0.015425,0.157073,0.018269,0.000103
15140,302.800000,-0.235727,0.004730,0.013776,-0.971710,0.015543,0.157796,0.018522,0.000097
15141,302.820000,-0.233742,0.004732,0.013733,-0.972190,0.015571,0.158411,0.018757,0.000083
15142,302.840000,-0.230691,0.004302,0.013125,-0.972929,0.015614,0.159099,0.018997,0.000104
15143,302.860000,-0.228147,0.004466,0.013198,-0.973527,0.015680,0.159800,0.019234,0.000125
15144,302.880000,-0.225773,0.004164,0.013217,-0.974082,0.015661,0.160372,0.019414,0.000086
15145,302.900000,-0.223412,0.004065,0.012997,-0.974629,0.015627,0.160966,0.019597,0.000125
15146,302.920000,-0.221710,0.004109,0.012500,-0.975024,0.015635,0.161448,0.019784,0.000135
15147,302.940000,-0.220038,0.004352,0.012437,-0.975402,0.015658,0.161907,0.019964,0.000229
15148,302.960000,-0.218161,0.003971,0.012364,-0.975827,0.015649,0.162327,0.020114,0.000208
15149,302.980000,-0.216411,0.004369,0.012778,-0.976209,0.015615,0.162775,0.020221,0.000133
15150,303.000000,-0.214299,0.004158,0.012420,-0.976680,0.015612,0.163255,0.020377,0.000116
15151,303.020000,-0.212956,0.006136,0.011868,-0.976971,0.015632,0.163752,0.020619,0.000087
15152,303.040000,-0.211301,0.005072,0.011919,-0.977335,0.015665,0.164144,0.020681,0.000205
15153,303.060000,-0.210193,0.004534,0.011984,-0.977576,0.015706,0.164413,0.020762,0.000208
15154,303.080000,-0.209356,0.004392,0.012184,-0.977754,0.015711,0.164574,0.020811,0.000178
15155,303.100000,-0.208610,0.004193,0.012147,-0.977915,0.015713,0.164705,0.020858,0.000149
15156,303.120000,-0.207724,0.004143,0.011998,-0.978105,0.015710,0.164861,0.020889,0.000139
15157,303.140000,-0.207250,0.003892,0.012250,-0.978204,0.015687,0.165022,0.020960,0.000105
15158,303.160000,-0.206525,0.003719,0.012295,-0.978357,0.015674,0.165172,0.021020,0.000103
15159,303.180000,-0.205962,0.003392,0.012240,-0.978478,0.015672,0.165319,0.021070,0.000092
15160,303.200000,-0.205441,0.003285,0.012096,-0.978589,0.015668,0.165457,0.021096,0.000108
15161,303.220000,-0.205269,0.005123,0.011709,-0.978622,0.015693,0.165565,0.021220,0.000064
15162,303.240000,-0.205009,0.005085,0.011657,-0.978677,0.015706,0.165607,0.021239,0.000070
15163,303.260000,-0.204697,0.004979,0.011602,-0.978744,0.015718,0.165657,0.021258,0.000062
15164,303.280000,-0.204283,0.004939,0.011596,-0.978831,0.015732,0.165743,0.021284,0.000060
15165,303.300000,-0.204003,0.005364,0.011435,-0.978889,0.015745,0.165856,0.021300,0.000044
15166,303.320000,-0.203900,0.005307,0.011463,-0.978910,0.015760,0.165957,0.021319,0.000115
15167,303.340000,-0.203855,0.005178,0.011396,-0.978921,0.015755,0.165934,0.021319,0.000101
15168,303.360000,-0.204149,0.004933,0.011540,-0.978859,0.015709,0.165774,0.021282,0.000062
15169,303.380000,-0.204737,0.005097,0.011570,-0.978735,0.015692,0.165601,0.021246,0.000060
15170,303.400000,-0.205263,0.004980,0.011734,-0.978624,0.015666,0.165411,0.021197,0.000056
15171,303.420000,-0.205429,0.003609,0.012046,-0.978591,0.015618,0.165263,0.021072,0.000097
15172,303.440000,-0.205658,0.003888,0.012068,-0.978542,0.015573,0.165205,0.021041,0.000105
15173,303.460000,-0.205995,0.003981,0.012064,-0.978471,0.015548,0.165131,0.021014,0.000105
15174,303.480000,-0.206576,0.004335,0.011881,-0.978349,0.015519,0.164946,0.020947,0.000125
15175,303.500000,-0.207653,0.004931,0.012011,-0.978116,0.015499,0.164639,0.020846,0.000142
15176,303.520000,-0.208805,0.005193,0.011777,-0.977873,0.015494,0.164302,0.020769,0.000214
15177,303.540000,-0.210452,0.006691,0.011924,-0.977509,0.015452,0.163971,0.020718,0.000189
15178,303.560000,-0.211620,0.006924,0.011886,-0.977255,0.015380,0.163562,0.020586,0.000082
15179,303.580000,-0.212536,0.005584,0.012160,-0.977062,0.015331,0.163196,0.020440,0.000095
15180,303.600000,-0.213516,0.005060,0.012155,-0.976851,0.015272,0.162902,0.020298,0.000133
15181,303.620000,-0.215214,0.005605,0.012448,-0.976472,0.015213,0.162669,0.020209,0.000168
15182,303.640000,-0.216341,0.005505,0.012288,-0.976225,0.015189,0.162400,0.020131,0.000212
15183,303.660000,-0.217655,0.005644,0.012087,-0.975935,0.015168,0.162011,0.020025,0.000219
15184,303.680000,-0.219251,0.005865,0.012022,-0.975577,0.015132,0.161488,0.019860,0.000108
15185,303.700000,-0.220706,0.005573,0.012314,-0.975247,0.015095,0.160974,0.019676,0.000141
15186,303.720000,-0.222190,0.005528,0.012482,-0.974908,0.015074,0.160511,0.019540,0.000158
15187,303.740000,-0.223627,0.005834,0.012250,-0.974580,0.015065,0.160229,0.019430,0.000204
15188,303.760000,-0.225457,0.006601,0.012459,-0.974151,0.015010,0.159859,0.019299,0.000139
15189,303.780000,-0.226961,0.006939,0.012427,-0.973800,0.014980,0.159517,0.019198,0.000117
15190,303.800000,-0.228677,0.006740,0.012260,-0.973402,0.014938,0.159091,0.019069,0.000130
15191,303.820000,-0.230560,0.006746,0.012528,-0.972954,0.014872,0.158514,0.018880,0.000078
15192,303.840000,-0.232352,0.006795,0.012757,-0.972524,0.014861,0.157968,0.018697,0.000073
15193,303.860000,-0.234219,0.007557,0.013038,-0.972067,0.014815,0.157563,0.018518,0.000117
15194,303.880000,-0.235708,0.007670,0.012916,-0.971708,0.014765,0.157136,0.018369,0.000128
15195,303.900000,-0.237182,0.007680,0.013019,-0.971348,0.014732,0.156773,0.018250,0.000100
15196,303.920000,-0.238753,0.007447,0.013216,-0.970962,0.014723,0.156439,0.018137,0.000094
15197,303.940000,-0.240152,0.007795,0.013225,-0.970614,0.014710,0.156082,0.017983,0.000063
15198,303.960000,-0.241806,0.007797,0.013226,-0.970203,0.014676,0.155725,0.017847,0.000109
15199,303.980000,-0.242972,0.007876,0.013082,-0.969913,0.014668,0.155393,0.017736,0.000172
15200,304.000000,-0.244064,0.007983,0.013467,-0.969633,0.014633,0.155055,0.017613,0.000082
15201,304.020000,-0.244743,0.007955,0.013446,-0.969462,0.014638,0.154907,0.017550,0.000083
15202,304.040000,-0.245615,0.008032,0.013598,-0.969239,0.014620,0.154743,0.017477,0.000094
15203,304.060000,-0.246649,0.008069,0.013655,-0.968975,0.014602,0.154530,0.017376,0.000081
15204,304.080000,-0.247804,0.008051,0.013854,-0.968678,0.014624,0.154227,0.017283,0.000073
15205,304.100000,-0.248747,0.008256,0.013877,-0.968434,0.014613,0.153959,0.017176,0.000101
15206,304.120000,-0.249514,0.008417,0.013574,-0.968239,0.014598,0.153752,0.017099,0.000150
15207,304.140000,-0.250187,0.008478,0.013646,-0.968064,0.014577,0.153619,0.017030,0.000157
15208,304.160000,-0.250865,0.008343,0.013727,-0.967889,0.014550,0.153473,0.016947,0.000167
15209,304.180000,-0.251922,0.008484,0.013957,-0.967610,0.014504,0.153183,0.016831,0.000081
15210,304.200000,-0.252878,0.008438,0.013968,-0.967360,0.014511,0.152885,0.016743,0.000070
15211,304.220000,-0.253679,0.008056,0.014174,-0.967151,0.014476,0.152571,0.016622,0.000069
15212,304.240000,-0.254485,0.008332,0.014125,-0.966938,0.014475,0.152347,0.016540,0.000065
15213,304.260000,-0.255233,0.008115,0.014218,-0.966741,0.014480,0.152192,0.016488,0.000061
15214,304.280000,-0.255802,0.008075,0.014183,-0.966591,0.014479,0.152085,0.016440,0.000066
15215,304.300000,-0.256429,0.008133,0.014159,-0.966425,0.014497,0.151951,0.016375,0.000122
15216,304.320000,-0.257440,0.008133,0.013944,-0.966160,0.014480,0.151708,0.016273,0.000150
15217,304.340000,-0.258304,0.008432,0.014082,-0.965924,0.014467,0.151425,0.016163,0.000118
15218,304.360000,-0.259332,0.008607,0.014428,-0.965642,0.014458,0.151136,0.016064,0.000096
15219,304.380000,-0.259786,0.008669,0.014428,-0.965519,0.014460,0.150993,0.016009,0.000087
15220,304.400000,-0.260194,0.008812,0.014464,-0.965408,0.014436,0.150919,0.015961,0.000105
15221,304.420000,-0.260522,0.008870,0.014450,-0.965319,0.014421,0.150852,0.015933,0.000096
15222,304.440000,-0.260723,0.008945,0.014682,-0.965261,0.014435,0.150787,0.015905,0.000099
15223,304.460000,-0.260935,0.008959,0.014649,-0.965204,0.014446,0.150725,0.015887,0.000090
15224,304.480000,-0.261048,0.008887,0.014758,-0.965172,0.014456,0.150721,0.015887,0.000093
15225,304.500000,-0.260897,0.008802,0.014676,-0.965215,0.014473,0.150779,0.015905,0.000096
15226,304.520000,-0.260683,0.008726,0.014744,-0.965272,0.014492,0.150880,0.015939,0.000105
15227,304.540000,-0.260519,0.008536,0.014615,-0.965320,0.014516,0.150985,0.015982,0.000092
15228,304.560000,-0.260368,0.008429,0.014646,-0.965362,0.014538,0.151055,0.016002,0.000094
15229,304.580000,-0.260083,0.008304,0.014582,-0.965440,0.014572,0.151124,0.016053,0.000094
15230,304.600000,-0.259574,0.008112,0.014417,-0.965582,0.014596,0.151316,0.016121,0.000086
15231,304.620000,-0.258784,0.007721,0.014224,-0.965800,0.014629,0.151615,0.016216,0.000152
15232,304.640000,-0.258168,0.007617,0.014472,-0.965962,0.014667,0.151855,0.016309,0.000136
15233,304.660000,-0.257739,0.007462,0.014478,-0.966077,0.014687,0.151988,0.016351,0.000081
15234,304.680000,-0.257495,0.007281,0.014502,-0.966143,0.014728,0.152067,0.016387,0.000099
15235,304.700000,-0.257279,0.007378,0.014539,-0.966200,0.014750,0.152073,0.016402,0.000081
15236,304.720000,-0.256913,0.007417,0.014767,-0.966293,0.014768,0.152152,0.016444,0.000074
15237,304.740000,-0.256107,0.007124,0.014741,-0.966510,0.014760,0.152383,0.016517,0.000084
15238,304.760000,-0.255365,0.007213,0.014936,-0.966702,0.014795,0.152745,0.016625,0.000088
15239,304.780000,-0.254607,0.007313,0.014792,-0.966904,0.014819,0.153014,0.016713,0.000081
15240,304.800000,-0.254003,0.007323,0.014618,-0.967065,0.014869,0.153224,0.016828,0.000077
15241,304.820000,-0.253109,0.007120,0.014309,-0.967306,0.014922,0.153454,0.016909,0.000106
15242,304.840000,-0.252425,0.006919,0.014197,-0.967488,0.014993,0.153657,0.016986,0.000152
15243,304.860000,-0.251908,0.006521,0.014244,-0.967624,0.015049,0.153815,0.017062,0.000124
15244,304.880000,-0.251158,0.006799,0.014495,-0.967814,0.015088,0.153966,0.017109,0.000086
15245,304.900000,-0.250834,0.006521,0.014454,-0.967900,0.015093,0.154080,0.017170,0.000061
15246,304.920000,-0.250516,0.006477,0.014526,-0.967982,0.015089,0.154143,0.017205,0.000047
15247,304.940000,-0.249839,0.006482,0.014450,-0.968158,0.015101,0.154273,0.017272,0.000060
15248,304.960000,-0.248763,0.006646,0.014334,-0.968435,0.015084,0.154494,0.017347,0.000086
15249,304.980000,-0.247871,0.006683,0.014371,-0.968663,0.015106,0.154813,0.017475,0.000083
15250,305.000000,-0.246032,0.006433,0.014075,-0.969138,0.015118,0.155220,0.017606,0.000095
15251,305.020000,-0.244829,0.006108,0.014048,-0.969445,0.015205,0.155655,0.017767,0.000098
15252,305.040000,-0.243726,0.005906,0.013907,-0.969726,0.015270,0.155947,0.017879,0.000075
15253,305.060000,-0.242542,0.005594,0.013974,-0.970024,0.015372,0.156154,0.017988,0.000068
15254,305.080000,-0.241434,0.005589,0.013845,-0.970302,0.015439,0.156354,0.018064,0.000087
15255,305.100000,-0.240357,0.005460,0.013707,-0.970572,0.015483,0.156588,0.018140,0.000089
15256,305.120000,-0.239179,0.005334,0.013636,-0.970865,0.015516,0.156872,0.018270,0.000094
15257,305.140000,-0.237556,0.004998,0.013436,-0.971268,0.015545,0.157310,0.018422,0.000170
15258,305.160000,-0.236064,0.004756,0.013514,-0.971632,0.015521,0.157666,0.018523,0.000092
15259,305.180000,-0.235511,0.005190,0.013854,-0.971759,0.015497,0.157969,0.018597,0.000061
15260,305.200000,-0.234713,0.005121,0.013843,-0.971953,0.015495,0.158195,0.018685,0.000074
15261,305.220000,-0.233440,0.004334,0.013574,-0.972267,0.015522,0.158376,0.018788,0.000097
15262,305.240000,-0.232672,0.004565,0.013270,-0.972454,0.015536,0.158556,0.018874,0.000079
15263,305.260000,-0.232012,0.004610,0.013139,-0.972613,0.015561,0.158725,0.018931,0.000094
15264,305.280000,-0.230985,0.004179,0.012996,-0.972862,0.015586,0.158886,0.018962,0.000126
15265,305.300000,-0.230577,0.004459,0.013063,-0.972956,0.015602,0.159049,0.019049,0.000123
15266,305.320000,-0.229421,0.004209,0.012934,-0.973232,0.015645,0.159325,0.019137,0.000126
15267,305.340000,-0.228449,0.004577,0.013054,-0.973458,0.015663,0.159583,0.019217,0.000137
15268,305.360000,-0.227286,0.004401,0.013169,-0.973729,0.015678,0.159881,0.019316,0.000113
15269,305.380000,-0.225756,0.003964,0.012958,-0.974090,0.015686,0.160236,0.019422,0.000150
15270,305.400000,-0.224364,0.003714,0.013008,-0.974411,0.015687,0.160565,0.019537,0.000092
15271,305.420000,-0.222616,0.003494,0.012861,-0.974815,0.015730,0.161005,0.019672,0.000127
15272,305.440000,-0.221198,0.003843,0.012548,-0.975141,0.015810,0.161474,0.019866,0.000134
15273,305.460000,-0.219289,0.003630,0.012487,-0.975573,0.015878,0.162018,0.020051,0.000220
15274,305.480000,-0.217016,0.002992,0.012381,-0.976085,0.015922,0.162551,0.020208,0.000192
15275,305.500000,-0.214818,0.003157,0.012457,-0.976570,0.015979,0.163111,0.020393,0.000113
15276,305.520000,-0.212116,0.003841,0.011966,-0.977164,0.015999,0.163786,0.020618,0.000169
15277,305.540000,-0.209584,0.003822,0.012036,-0.977709,0.016034,0.164480,0.020835,0.000167
15278,305.560000,-0.206611,0.002743,0.012027,-0.978346,0.016032,0.165164,0.021050,0.000123
15279,305.580000,-0.203634,0.004392,0.011192,-0.978973,0.016055,0.165952,0.021373,0.000102
15280,305.600000,-0.201027,0.005196,0.011838,-0.979500,0.016049,0.166742,0.021606,0.000086
15281,305.620000,-0.197143,0.003229,0.011854,-0.980298,0.016059,0.167579,0.021755,0.000146
15282,305.640000,-0.194256,0.004330,0.011538,-0.980873,0.016130,0.168519,0.022112,0.000106
15283,305.660000,-0.190063,0.004196,0.011378,-0.981697,0.016218,0.169520,0.022380,0.000134
15284,305.680000,-0.186161,0.002793,0.011689,-0.982446,0.016266,0.170430,0.022565,0.000136
15285,305.700000,-0.182437,0.004149,0.010959,-0.983148,0.016401,0.171547,0.022939,0.000165
15286,305.720000,-0.178544,0.002884,0.011077,-0.983865,0.016503,0.172487,0.023195,0.000086
15287,305.740000,-0.174543,0.002355,0.011533,-0.984579,0.016670,0.173508,0.023420,0.000189
15288,305.760000,-0.170204,0.002816,0.011118,-0.985342,0.016811,0.174624,0.023740,0.000122
15289,305.780000,-0.165559,0.002624,0.010956,-0.986136,0.016940,0.175775,0.024010,0.000150
15290,305.800000,-0.161132,0.002392,0.010693,-0.986872,0.017093,0.177072,0.024330,0.000183
15291,305.820000,-0.155972,0.002166,0.010785,-0.987700,0.017160,0.178294,0.024601,0.000142
15292,305.840000,-0.148598,-0.001001,0.008881,-0.988857,0.017353,0.179511,0.024993,0.000178
15293,305.860000,-0.144328,0.000914,0.008731,-0.989491,0.017357,0.180981,0.025280,0.000097
15294,305.880000,-0.139279,0.001468,0.008900,-0.990212,0.017347,0.182352,0.025521,0.000125
15295,305.900000,-0.134287,0.003527,0.009053,-0.990895,0.017205,0.183852,0.025779,0.000136
15296,305.920000,-0.127745,0.005574,0.008870,-0.991752,0.016734,0.185549,0.026020,0.000136
15297,305.940000,-0.119842,0.006096,0.008198,-0.992741,0.016147,0.187378,0.026426,0.000142
15298,305.960000,-0.113320,0.008940,0.007742,-0.993488,0.015418,0.189348,0.026673,0.000120
15299,305.980000,-0.106587,0.010526,0.007511,-0.994219,0.015011,0.191350,0.026911,0.000123
15300,306.000000,-0.099877,0.011550,0.007494,-0.994905,0.015036,0.193324,0.027124,0.000190
15301,306.020000,-0.092321,0.011272,0.006297,-0.995646,0.015224,0.195247,0.027270,0.000117
15302,306.040000,-0.085707,0.011190,0.006001,-0.996240,0.015402,0.197158,0.027403,0.000112
15303,306.060000,-0.079638,0.012050,0.006356,-0.996731,0.015425,0.198897,0.027552,0.000130
15304,306.080000,-0.073629,0.012112,0.005686,-0.997196,0.015147,0.200496,0.027607,0.000136
15305,306.100000,-0.069129,0.013737,0.005930,-0.997496,0.014868,0.201771,0.027694,0.000170
15306,306.120000,-0.065418,0.013508,0.005504,-0.997751,0.014616,0.202809,0.027667,0.000114
15307,306.140000,-0.062244,0.014318,0.005253,-0.997944,0.014577,0.203653,0.027660,0.000127
15308,306.160000,-0.059738,0.014612,0.005485,-0.998092,0.014675,0.204410,0.027674,0.000172
15309,306.180000,-0.056804,0.014360,0.005239,-0.998268,0.014612,0.205137,0.027599,0.000109
15310,306.200000,-0.053047,0.014860,0.004801,-0.998470,0.014562,0.206002,0.027567,0.000139
15311,306.220000,-0.049758,0.015076,0.004652,-0.998637,0.014411,0.206845,0.027565,0.000121
15312,306.240000,-0.046926,0.015710,0.004646,-0.998764,0.014296,0.207808,0.027560,0.000154
15313,306.260000,-0.044060,0.015782,0.004264,-0.998895,0.014255,0.208686,0.027585,0.000137
15314,306.280000,-0.041172,0.015768,0.004087,-0.999019,0.014211,0.209430,0.027549,0.000144
15315,306.300000,-0.039067,0.016590,0.003683,-0.999092,0.014218,0.210084,0.027560,0.000143
15316,306.320000,-0.037213,0.016155,0.003810,-0.999170,0.014156,0.210594,0.027537,0.000132
15317,306.340000,-0.036340,0.017048,0.004042,-0.999186,0.014045,0.210988,0.027537,0.000123
15318,306.360000,-0.034353,0.016801,0.003796,-0.999261,0.013900,0.211284,0.027466,0.000121
15319,306.380000,-0.033507,0.017342,0.003562,-0.999282,0.013836,0.211581,0.027475,0.000137
15320,306.400000,-0.032282,0.017994,0.003570,-0.999310,0.013793,0.211875,0.027451,0.000162
15321,306.420000,-0.031477,0.018061,0.003719,-0.999334,0.013774,0.212153,0.027453,0.000158
15322,306.440000,-0.030659,0.018285,0.003648,-0.999356,0.013750,0.212434,0.027469,0.000150
15323,306.460000,-0.030061,0.018266,0.003757,-0.999374,0.013694,0.212642,0.027482,0.000136
15324,306.480000,-0.029563,0.018250,0.003540,-0.999390,0.013606,0.212788,0.027490,0.000113
15325,306.500000,-0.029436,0.018303,0.003461,-0.999393,0.013520,0.212854,0.027490,0.000102
15326,306.520000,-0.029400,0.018408,0.003406,-0.999393,0.013492,0.212835,0.027484,0.000105
15327,306.540000,-0.029556,0.018453,0.003379,-0.999387,0.013499,0.212766,0.027473,0.000111
15328,306.560000,-0.029717,0.018534,0.003395,-0.999381,0.013516,0.212696,0.027460,0.000116
15329,306.580000,-0.029787,0.018592,0.003428,-0.999377,0.013524,0.212659,0.027466,0.000119
15330,306.600000,-0.029756,0.018578,0.003400,-0.999379,0.013517,0.212673,0.027474,0.000122
15331,306.620000,-0.029565,0.018593,0.003420,-0.999384,0.013523,0.212726,0.027484,0.000113
15332,306.640000,-0.029463,0.018429,0.003613,-0.999389,0.013562,0.212807,0.027499,0.000112
15333,306.660000,-0.029247,0.018281,0.003347,-0.999399,0.013544,0.212874,0.027504,0.000109
15334,306.680000,-0.029207,0.018125,0.003301,-0.999404,0.013521,0.212900,0.027515,0.000098
15335,306.700000,-0.029093,0.018332,0.003116,-0.999404,0.013496,0.212895,0.027493,0.000080
15336,306.720000,-0.029273,0.018377,0.003424,-0.999397,0.013532,0.212870,0.027499,0.000108
15337,306.740000,-0.029450,0.018425,0.003385,-0.999391,0.013536,0.212827,0.027504,0.000111
15338,306.760000,-0.029337,0.018392,0.003341,-0.999395,0.013526,0.212823,0.027498,0.000106
15339,306.780000,-0.029357,0.018304,0.003423,-0.999396,0.013536,0.212830,0.027503,0.000101
15340,306.800000,-0.029263,0.018295,0.003260,-0.999399,0.013534,0.212869,0.027515,0.000106
15341,306.820000,-0.029083,0.018147,0.003210,-0.999407,0.013525,0.212911,0.027521,0.000091
15342,306.840000,-0.029072,0.018102,0.003223,-0.999408,0.013529,0.212947,0.027529,0.000100
15343,306.860000,-0.028926,0.018200,0.003062,-0.999411,0.013511,0.212961,0.027525,0.000085
15344,306.880000,-0.029014,0.018243,0.003185,-0.999408,0.013515,0.212953,0.027516,0.000101
15345,306.900000,-0.029026,0.018239,0.003014,-0.999408,0.013495,0.212939,0.027508,0.000080
15346,306.920000,-0.029011,0.018321,0.003144,-0.999406,0.013514,0.212931,0.027513,0.000095
15347,306.940000,-0.029043,0.018117,0.003111,-0.999409,0.013507,0.212930,0.027524,0.000089
15348,306.960000,-0.028938,0.018250,0.003172,-0.999410,0.013520,0.212945,0.027521,0.000088
15349,306.980000,-0.028953,0.018002,0.003204,-0.999414,0.013532,0.212965,0.027534,0.000098
15350,307.000000,-0.028848,0.018287,0.003194,-0.999411,0.013531,0.212989,0.027529,0.000099
15351,307.020000,-0.028780,0.018373,0.003401,-0.999411,0.013538,0.213016,0.027524,0.000113
15352,307.040000,-0.028725,0.018221,0.003128,-0.999416,0.013519,0.213015,0.027522,0.000096
15353,307.060000,-0.028709,0.018295,0.003019,-0.999416,0.013506,0.213008,0.027520,0.000088
15354,307.080000,-0.028674,0.018133,0.003156,-0.999419,0.013511,0.213011,0.027531,0.000091
15355,307.100000,-0.028744,0.018230,0.003381,-0.999415,0.013516,0.212999,0.027521,0.000106
15356,307.120000,-0.028765,0.018198,0.003128,-0.999416,0.013522,0.213006,0.027534,0.000096
15357,307.140000,-0.028667,0.018005,0.003188,-0.999422,0.013523,0.213024,0.027541,0.000097
15358,307.160000,-0.028530,0.018459,0.003114,-0.999418,0.013512,0.213045,0.027522,0.000100
15359,307.180000,-0.028574,0.018246,0.003041,-0.999421,0.013516,0.213054,0.027533,0.000089
15360,307.200000,-0.027982,0.017884,0.002891,-0.999444,0.013507,0.213056,0.027502,0.000073
15361,307.220000,-0.028481,0.018282,0.002942,-0.999423,0.013500,0.213062,0.027523,0.000076
15362,307.240000,-0.028481,0.018322,0.003122,-0.999422,0.013498,0.213064,0.027520,0.000097
15363,307.260000,-0.028586,0.018169,0.003100,-0.999421,0.013512,0.213057,0.027534,0.000095
15364,307.280000,-0.028495,0.018426,0.003035,-0.999420,0.013501,0.213067,0.027531,0.000095
15365,307.300000,-0.028069,0.017958,0.003334,-0.999439,0.013497,0.213067,0.027496,0.000104
15366,307.320000,-0.028437,0.018243,0.003128,-0.999424,0.013524,0.213090,0.027538,0.000099
15367,307.340000,-0.028431,0.018273,0.003200,-0.999424,0.013524,0.213097,0.027534,0.000103
15368,307.360000,-0.028395,0.018180,0.003090,-0.999427,0.013528,0.213107,0.027538,0.000093
15369,307.380000,-0.028406,0.018210,0.003225,-0.999425,0.013495,0.213105,0.027531,0.000100
15370,307.400000,-0.028349,0.018312,0.003171,-0.999425,0.013491,0.213106,0.027527,0.000095
15371,307.420000,-0.028367,0.018100,0.003095,-0.999429,0.013512,0.213111,0.027540,0.000093
15372,307.440000,-0.028339,0.018152,0.003055,-0.999429,0.013504,0.213106,0.027540,0.000090
15373,307.460000,-0.028315,0.018299,0.003145,-0.999427,0.013478,0.213113,0.027533,0.000100
15374,307.480000,-0.028298,0.018273,0.002987,-0.999428,0.013495,0.213119,0.027537,0.000081
15375,307.500000,-0.028358,0.018357,0.003356,-0.999424,0.013504,0.213133,0.027533,0.000104
15376,307.520000,-0.028281,0.018325,0.003292,-0.999427,0.013495,0.213146,0.027534,0.000110
15377,307.540000,-0.028258,0.018213,0.003287,-0.999429,0.013484,0.213159,0.027533,0.000121
15378,307.560000,-0.028407,0.018191,0.003516,-0.999425,0.013524,0.213148,0.027546,0.000102
15379,307.580000,-0.028222,0.018194,0.003174,-0.999431,0.013501,0.213157,0.027548,0.000102
15380,307.600000,-0.028213,0.018149,0.003158,-0.999432,0.013456,0.213160,0.027543,0.000102
15381,307.620000,-0.028308,0.018146,0.003408,-0.999429,0.013491,0.213156,0.027545,0.000102
15382,307.640000,-0.028256,0.018113,0.003321,-0.999431,0.013493,0.213156,0.027542,0.000112
15383,307.660000,-0.028189,0.018261,0.003359,-0.999430,0.013492,0.213171,0.027536,0.000117
15384,307.680000,-0.028149,0.018009,0.003330,-0.999436,0.013501,0.213179,0.027554,0.000113
15385,307.700000,-0.027651,0.017850,0.003260,-0.999453,0.013484,0.213192,0.027507,0.000119
