Format Version,1.23,Take Name,Take 2022-02-11 07.51.42 PM_004,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,50.000000,Capture Start Time,2022-02-11 08.22.15.784 ,Total Frames in Take,58575,Total Exported Frames,24407,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Brazo,Brazo,Brazo,Brazo,Brazo,Brazo,Brazo,Brazo
,ID,"13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D","13FA25D78B6811EC971C30666208F79D"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
2244,44.880000,-0.027642,0.017813,0.002433,-0.999456,0.013492,0.213309,0.027671,0.000098
2245,44.900000,-0.027716,0.017729,0.002498,-0.999455,0.013484,0.213316,0.027664,0.000104
2246,44.920000,-0.027628,0.017772,0.002333,-0.999458,0.013489,0.213322,0.027663,0.000090
2247,44.940000,-0.027619,0.017715,0.002358,-0.999459,0.013502,0.213323,0.027659,0.000089
2248,44.960000,-0.027588,0.017611,0.002626,-0.999461,0.013492,0.213322,0.027649,0.000104
2249,44.980000,-0.027637,0.017802,0.002474,-0.999456,0.013493,0.213328,0.027662,0.000090
2250,45.000000,-0.027560,0.017706,0.002375,-0.999461,0.013510,0.213325,0.027664,0.000088
2251,45.020000,-0.027595,0.017726,0.002567,-0.999459,0.013486,0.213343,0.027662,0.000108
2252,45.040000,-0.027467,0.017797,0.002288,-0.999462,0.013509,0.213361,0.027665,0.000105
2253,45.060000,-0.027509,0.017883,0.002369,-0.999459,0.013501,0.213342,0.027671,0.000090
2254,45.080000,-0.027597,0.017792,0.002478,-0.999458,0.013499,0.213345,0.027675,0.000096
2255,45.100000,-0.027504,0.017766,0.002724,-0.999460,0.013498,0.213324,0.027665,0.000102
2256,45.120000,-0.027493,0.017860,0.002416,-0.999460,0.013501,0.213357,0.027670,0.000112
2257,45.140000,-0.027388,0.017832,0.002404,-0.999463,0.013520,0.213369,0.027670,0.000101
2258,45.160000,-0.027408,0.017891,0.002377,-0.999461,0.013515,0.213373,0.027681,0.000101
2259,45.180000,-0.027439,0.017777,0.002316,-0.999463,0.013498,0.213362,0.027678,0.000126
2260,45.200000,-0.027423,0.017951,0.002467,-0.999460,0.013511,0.213353,0.027679,0.000118
2261,45.220000,-0.027441,0.017764,0.002607,-0.999462,0.013502,0.213360,0.027672,0.000116
2262,45.240000,-0.027420,0.017734,0.002590,-0.999463,0.013506,0.213355,0.027670,0.000106
2263,45.260000,-0.027387,0.017789,0.002442,-0.999464,0.013523,0.213391,0.027673,0.000113
2264,45.280000,-0.027418,0.017724,0.002552,-0.999464,0.013515,0.213367,0.027670,0.000114
2265,45.300000,-0.027407,0.017966,0.002412,-0.999460,0.013517,0.213393,0.027679,0.000103
2266,45.320000,-0.027321,0.017784,0.002295,-0.999466,0.013500,0.213394,0.027679,0.000099
2267,45.340000,-0.027765,0.017867,0.002356,-0.999452,0.013484,0.213335,0.027698,0.000103
2268,45.360000,-0.028274,0.017499,0.002427,-0.999444,0.013515,0.213176,0.027726,0.000070
2269,45.380000,-0.029086,0.017640,0.002639,-0.999418,0.013515,0.212939,0.027749,0.000083
2270,45.400000,-0.030200,0.017935,0.002794,-0.999379,0.013504,0.212603,0.027758,0.000094
2271,45.420000,-0.031610,0.018101,0.002694,-0.999333,0.013474,0.212201,0.027757,0.000105
2272,45.440000,-0.033512,0.017991,0.002620,-0.999273,0.013432,0.211698,0.027786,0.000114
2273,45.460000,-0.034969,0.018019,0.002536,-0.999223,0.013394,0.211187,0.027802,0.000094
2274,45.480000,-0.037329,0.018113,0.002828,-0.999135,0.013387,0.210667,0.027857,0.000116
2275,45.500000,-0.039213,0.018641,0.002866,-0.999053,0.013390,0.210053,0.027903,0.000135
2276,45.520000,-0.041155,0.018487,0.003047,-0.998977,0.013380,0.209404,0.027898,0.000111
2277,45.540000,-0.044338,0.018152,0.003195,-0.998847,0.013381,0.208780,0.027979,0.000116
2278,45.560000,-0.046963,0.018550,0.003212,-0.998719,0.013344,0.208052,0.028010,0.000108
2279,45.580000,-0.049596,0.018531,0.003486,-0.998591,0.013356,0.207211,0.028039,0.000131
2280,45.600000,-0.052948,0.018802,0.003586,-0.998414,0.013350,0.206375,0.028089,0.000136
2281,45.620000,-0.056039,0.018544,0.003777,-0.998249,0.013328,0.205410,0.028086,0.000117
2282,45.640000,-0.059631,0.018677,0.003922,-0.998038,0.013308,0.204480,0.028110,0.000114
2283,45.660000,-0.062580,0.018053,0.003992,-0.997869,0.013318,0.203457,0.028078,0.000130
2284,45.680000,-0.066477,0.018180,0.004103,-0.997614,0.013355,0.202499,0.028120,0.000128
2285,45.700000,-0.069820,0.017768,0.004287,-0.997392,0.013431,0.201573,0.028087,0.000121
2286,45.720000,-0.072849,0.016713,0.004293,-0.997194,0.013528,0.200638,0.028056,0.000097
2287,45.740000,-0.075984,0.015567,0.004093,-0.996979,0.013748,0.199844,0.028038,0.000140
2288,45.760000,-0.078565,0.014387,0.004674,-0.996794,0.014163,0.199157,0.028025,0.000111
2289,45.780000,-0.079785,0.011924,0.004359,-0.996731,0.014764,0.198693,0.027983,0.000123
2290,45.800000,-0.080595,0.009996,0.004272,-0.996688,0.015451,0.198472,0.027954,0.000117
2291,45.820000,-0.080500,0.008155,0.004337,-0.996712,0.016076,0.198500,0.027940,0.000116
2292,45.840000,-0.079553,0.006663,0.004341,-0.996799,0.016549,0.198754,0.027952,0.000102
2293,45.860000,-0.078386,0.006244,0.004360,-0.996894,0.016744,0.199152,0.027995,0.000102
2294,45.880000,-0.077128,0.006674,0.004456,-0.996989,0.016692,0.199527,0.028052,0.000110
2295,45.900000,-0.076666,0.007664,0.004542,-0.997017,0.016402,0.199857,0.028092,0.000124
2296,45.920000,-0.076520,0.008842,0.004636,-0.997018,0.016040,0.199899,0.028123,0.000112
2297,45.940000,-0.077083,0.009737,0.004702,-0.996966,0.015669,0.199716,0.028101,0.000126
2298,45.960000,-0.078555,0.010335,0.004526,-0.996846,0.015403,0.199280,0.028068,0.000106
2299,45.980000,-0.081082,0.010245,0.004384,-0.996645,0.015274,0.198591,0.028004,0.000106
2300,46.000000,-0.085017,0.010283,0.004781,-0.996315,0.015330,0.197699,0.027930,0.000134
2301,46.020000,-0.088967,0.010115,0.005159,-0.995970,0.015422,0.196630,0.027765,0.000099
2302,46.040000,-0.093051,0.009095,0.004791,-0.995608,0.015603,0.195374,0.027606,0.000128
2303,46.060000,-0.098512,0.009209,0.005650,-0.995077,0.015725,0.193999,0.027404,0.000136
2304,46.080000,-0.103775,0.008204,0.005604,-0.994551,0.015791,0.192527,0.027196,0.000106
2305,46.100000,-0.109150,0.008683,0.006659,-0.993965,0.015741,0.190958,0.026974,0.000213
2306,46.120000,-0.114713,0.007851,0.006188,-0.993348,0.015559,0.189316,0.026733,0.000133
2307,46.140000,-0.120376,0.007801,0.006655,-0.992675,0.015325,0.187595,0.026480,0.000154
2308,46.160000,-0.128358,0.010174,0.007010,-0.991651,0.015021,0.185832,0.026108,0.000157
2309,46.180000,-0.134966,0.009728,0.007660,-0.990773,0.014761,0.183989,0.025794,0.000178
2310,46.200000,-0.141004,0.010445,0.007613,-0.989925,0.014536,0.182124,0.025447,0.000155
2311,46.220000,-0.149929,0.011860,0.010034,-0.988575,0.014296,0.180286,0.024980,0.000228
2312,46.240000,-0.157285,0.011989,0.010604,-0.987424,0.014210,0.178337,0.024498,0.000226
2313,46.260000,-0.164552,0.012322,0.010406,-0.986237,0.014241,0.176373,0.024076,0.000222
2314,46.280000,-0.172160,0.011463,0.010551,-0.984946,0.014304,0.174331,0.023567,0.000198
2315,46.300000,-0.179826,0.011396,0.010754,-0.983574,0.014370,0.172255,0.023048,0.000170
2316,46.320000,-0.187243,0.010359,0.010966,-0.982198,0.014369,0.170165,0.022452,0.000159
2317,46.340000,-0.194567,0.010363,0.011044,-0.980772,0.014344,0.168113,0.021877,0.000098
2318,46.360000,-0.201218,0.009585,0.011288,-0.979435,0.014281,0.166187,0.021277,0.000107
2319,46.380000,-0.207663,0.010864,0.011193,-0.978076,0.014174,0.164471,0.020799,0.000118
2320,46.400000,-0.214097,0.011325,0.011785,-0.976676,0.014012,0.162872,0.020255,0.000117
2321,46.420000,-0.220908,0.011203,0.012157,-0.975155,0.013806,0.161230,0.019703,0.000087
2322,46.440000,-0.226891,0.010883,0.012274,-0.973782,0.013649,0.159559,0.019097,0.000086
2323,46.460000,-0.234095,0.011762,0.012925,-0.972057,0.013521,0.157716,0.018456,0.000070
2324,46.480000,-0.241359,0.012369,0.013585,-0.970262,0.013452,0.155847,0.017778,0.000127
2325,46.500000,-0.248751,0.012379,0.013899,-0.968389,0.013425,0.153890,0.017063,0.000151
2326,46.520000,-0.255717,0.012179,0.013857,-0.966576,0.013413,0.151919,0.016280,0.000103
2327,46.540000,-0.262430,0.012638,0.014084,-0.964765,0.013363,0.150103,0.015556,0.000139
2328,46.560000,-0.269138,0.012400,0.014455,-0.962913,0.013350,0.148393,0.014850,0.000067
2329,46.580000,-0.275046,0.012426,0.014776,-0.961237,0.013285,0.146910,0.014225,0.000114
2330,46.600000,-0.280714,0.012856,0.014966,-0.959589,0.013222,0.145499,0.013538,0.000074
2331,46.620000,-0.286596,0.012673,0.014906,-0.957852,0.013097,0.144018,0.012892,0.000088
2332,46.640000,-0.292351,0.013285,0.015181,-0.956098,0.012940,0.142460,0.012174,0.000110
2333,46.660000,-0.298404,0.013227,0.015679,-0.954219,0.012807,0.140834,0.011446,0.000098
2334,46.680000,-0.304068,0.013054,0.015684,-0.952432,0.012674,0.139266,0.010672,0.000105
2335,46.700000,-0.309550,0.012780,0.015442,-0.950672,0.012553,0.137732,0.009917,0.000131
2336,46.720000,-0.314695,0.012190,0.015636,-0.948986,0.012500,0.136322,0.009287,0.000172
2337,46.740000,-0.319284,0.011291,0.015421,-0.947467,0.012476,0.134951,0.008601,0.000228
2338,46.760000,-0.323997,0.011182,0.015268,-0.945869,0.012515,0.133665,0.007937,0.000419
2339,46.780000,-0.328184,0.010041,0.015555,-0.944432,0.012494,0.132334,0.007321,0.000494
2340,46.800000,-0.334069,0.012086,0.016370,-0.942329,0.012412,0.131131,0.006510,0.000607
2341,46.820000,-0.340478,0.014018,0.017829,-0.939979,0.012323,0.129900,0.005662,0.000687
2342,46.840000,-0.345026,0.014049,0.017324,-0.938328,0.012366,0.128754,0.005011,0.000326
2343,46.860000,-0.349769,0.014442,0.017793,-0.936556,0.012234,0.127537,0.004345,0.000603
2344,46.880000,-0.353905,0.015481,0.017237,-0.934994,0.012265,0.126535,0.003659,0.000275
2345,46.900000,-0.358648,0.015997,0.018085,-0.933161,0.012130,0.125357,0.002970,0.000304
2346,46.920000,-0.362772,0.014466,0.017688,-0.931598,0.012028,0.124274,0.002376,0.000288
2347,46.940000,-0.366187,0.014336,0.017930,-0.930258,0.011903,0.123255,0.001724,0.000310
2348,46.960000,-0.369374,0.016335,0.018331,-0.928957,0.011955,0.122299,0.001173,0.000272
2349,46.980000,-0.373028,0.017180,0.018484,-0.927477,0.011886,0.121386,0.000525,0.000231
2350,47.000000,-0.375562,0.014540,0.017743,-0.926513,0.011868,0.120519,0.000053,0.000232
2351,47.020000,-0.378915,0.014087,0.017652,-0.925156,0.011840,0.119613,-0.000520,0.000238
2352,47.040000,-0.382577,0.013725,0.017217,-0.923661,0.011824,0.118759,-0.001129,0.000184
2353,47.060000,-0.385335,0.014462,0.016627,-0.922513,0.011942,0.117981,-0.001555,0.000255
2354,47.080000,-0.388175,0.015293,0.017525,-0.921292,0.011878,0.117204,-0.002140,0.000170
2355,47.100000,-0.392384,0.013279,0.018938,-0.919511,0.011699,0.116559,-0.002527,0.000170
2356,47.120000,-0.395011,0.013859,0.019016,-0.918375,0.011641,0.115885,-0.003044,0.000128
2357,47.140000,-0.397074,0.014101,0.019110,-0.917479,0.011586,0.115333,-0.003466,0.000198
2358,47.160000,-0.399727,0.014078,0.019253,-0.916324,0.011529,0.114807,-0.003904,0.000216
2359,47.180000,-0.402458,0.014032,0.019733,-0.915118,0.011477,0.114186,-0.004357,0.000124
2360,47.200000,-0.404867,0.015650,0.020125,-0.914020,0.011547,0.113663,-0.004689,0.000274
2361,47.220000,-0.406115,0.013991,0.019280,-0.913511,0.011546,0.113115,-0.004985,0.000252
2362,47.240000,-0.408174,0.014171,0.020088,-0.912573,0.011523,0.112688,-0.005342,0.000255
2363,47.260000,-0.409631,0.013391,0.020181,-0.911930,0.011513,0.112257,-0.005622,0.000193
2364,47.280000,-0.411491,0.013575,0.019853,-0.911097,0.011434,0.111834,-0.005958,0.000204
2365,47.300000,-0.413248,0.014018,0.020102,-0.910289,0.011393,0.111438,-0.006257,0.000193
2366,47.320000,-0.414556,0.013909,0.020240,-0.909693,0.011375,0.111142,-0.006478,0.000275
2367,47.340000,-0.415814,0.013838,0.020559,-0.909112,0.011349,0.110843,-0.006719,0.000268
2368,47.360000,-0.416635,0.013492,0.021344,-0.908723,0.011270,0.110559,-0.006945,0.000272
2369,47.380000,-0.417741,0.013201,0.021040,-0.908226,0.011188,0.110277,-0.007186,0.000210
2370,47.400000,-0.418834,0.013235,0.020922,-0.907725,0.011179,0.110035,-0.007377,0.000238
2371,47.420000,-0.420202,0.013604,0.021433,-0.907075,0.011152,0.109763,-0.007609,0.000175
2372,47.440000,-0.421069,0.013730,0.021026,-0.906681,0.011185,0.109590,-0.007763,0.000201
2373,47.460000,-0.421970,0.013932,0.021113,-0.906257,0.011201,0.109445,-0.007896,0.000218
2374,47.480000,-0.422553,0.014095,0.021119,-0.905983,0.011218,0.109313,-0.008011,0.000222
2375,47.500000,-0.422985,0.013883,0.021097,-0.905785,0.011220,0.109208,-0.008102,0.000229
2376,47.520000,-0.423391,0.013958,0.021295,-0.905589,0.011231,0.109163,-0.008153,0.000230
2377,47.540000,-0.423588,0.014052,0.021355,-0.905494,0.011234,0.109125,-0.008197,0.000236
2378,47.560000,-0.423848,0.014024,0.021323,-0.905374,0.011240,0.109104,-0.008219,0.000234
2379,47.580000,-0.423999,0.014446,0.021310,-0.905297,0.011244,0.109129,-0.008235,0.000231
2380,47.600000,-0.423750,0.014112,0.021347,-0.905418,0.011226,0.109169,-0.008181,0.000225
2381,47.620000,-0.423595,0.014116,0.021391,-0.905489,0.011176,0.109243,-0.008143,0.000221
2382,47.640000,-0.423181,0.014298,0.021663,-0.905673,0.011066,0.109329,-0.008066,0.000220
2383,47.660000,-0.422807,0.015086,0.021654,-0.905836,0.010844,0.109444,-0.007989,0.000199
2384,47.680000,-0.422171,0.016161,0.021132,-0.906126,0.010530,0.109616,-0.007857,0.000210
2385,47.700000,-0.421544,0.017486,0.020714,-0.906403,0.010152,0.109773,-0.007748,0.000223
2386,47.720000,-0.422028,0.020060,0.021429,-0.906108,0.009803,0.109826,-0.007685,0.000185
2387,47.740000,-0.421919,0.021086,0.021632,-0.906130,0.009394,0.109890,-0.007683,0.000116
2388,47.760000,-0.421427,0.022052,0.021848,-0.906331,0.009131,0.110014,-0.007619,0.000117
2389,47.780000,-0.419326,0.019818,0.020907,-0.907378,0.008797,0.110151,-0.007383,0.000373
2390,47.800000,-0.418714,0.021481,0.021341,-0.907613,0.008753,0.110515,-0.007194,0.000432
2391,47.820000,-0.418658,0.024040,0.021564,-0.907570,0.008945,0.110917,-0.007073,0.000116
2392,47.840000,-0.417754,0.024230,0.021439,-0.907984,0.008866,0.111175,-0.006849,0.000132
2393,47.860000,-0.416604,0.024353,0.021422,-0.908510,0.008765,0.111482,-0.006654,0.000181
2394,47.880000,-0.415790,0.024749,0.021448,-0.908871,0.008666,0.111875,-0.006344,0.000268
2395,47.900000,-0.415037,0.026124,0.021533,-0.909175,0.008556,0.112309,-0.006128,0.000351
2396,47.920000,-0.413542,0.025026,0.021421,-0.909889,0.008640,0.112699,-0.005793,0.000316
2397,47.940000,-0.412205,0.024421,0.021469,-0.910511,0.008796,0.113126,-0.005478,0.000330
2398,47.960000,-0.410834,0.023274,0.021443,-0.911161,0.008910,0.113592,-0.005227,0.000205
2399,47.980000,-0.409007,0.022430,0.020999,-0.912014,0.009092,0.114104,-0.004839,0.000194
2400,48.000000,-0.407227,0.021521,0.021118,-0.912829,0.009276,0.114612,-0.004472,0.000146
2401,48.020000,-0.405595,0.021764,0.021051,-0.913551,0.009459,0.115097,-0.004126,0.000266
2402,48.040000,-0.405524,0.023788,0.022320,-0.913502,0.009690,0.115566,-0.003968,0.000208
2403,48.060000,-0.404243,0.022986,0.022131,-0.914095,0.009820,0.115909,-0.003705,0.000183
2404,48.080000,-0.403105,0.022523,0.022092,-0.914610,0.009960,0.116273,-0.003445,0.000195
2405,48.100000,-0.401148,0.021570,0.022013,-0.915495,0.010148,0.116650,-0.003197,0.000155
2406,48.120000,-0.399861,0.020301,0.021843,-0.916091,0.010440,0.117114,-0.002794,0.000172
2407,48.140000,-0.398147,0.019384,0.021478,-0.916865,0.010670,0.117474,-0.002566,0.000145
2408,48.160000,-0.397111,0.018334,0.021286,-0.917340,0.010922,0.117752,-0.002357,0.000130
2409,48.180000,-0.395770,0.017052,0.021296,-0.917945,0.011171,0.117981,-0.002169,0.000113
2410,48.200000,-0.394365,0.014530,0.020528,-0.918610,0.011382,0.118242,-0.001981,0.000088
2411,48.220000,-0.393401,0.014048,0.020507,-0.919031,0.011663,0.118615,-0.001692,0.000121
2412,48.240000,-0.392423,0.013818,0.020577,-0.919451,0.011857,0.118951,-0.001486,0.000116
2413,48.260000,-0.389792,0.012218,0.018160,-0.920643,0.012185,0.119172,-0.001234,0.000170
2414,48.280000,-0.388656,0.011456,0.018152,-0.921133,0.012433,0.119521,-0.000957,0.000197
2415,48.300000,-0.387346,0.010420,0.018041,-0.921699,0.012749,0.119933,-0.000672,0.000232
2416,48.320000,-0.386103,0.010132,0.017914,-0.922226,0.012990,0.120292,-0.000456,0.000218
2417,48.340000,-0.384757,0.009718,0.017760,-0.922796,0.013155,0.120621,-0.000232,0.000198
2418,48.360000,-0.383749,0.009898,0.017871,-0.923211,0.013227,0.120943,0.000006,0.000234
2419,48.380000,-0.382220,0.011953,0.018402,-0.923811,0.013236,0.121307,0.000085,0.000344
2420,48.400000,-0.381356,0.010912,0.018359,-0.924182,0.013163,0.121562,0.000418,0.000155
2421,48.420000,-0.380335,0.012286,0.018910,-0.924574,0.013085,0.121919,0.000572,0.000186
2422,48.440000,-0.379029,0.012387,0.019048,-0.925106,0.013031,0.122212,0.000740,0.000232
2423,48.460000,-0.378432,0.012762,0.019173,-0.925343,0.012983,0.122361,0.000845,0.000215
2424,48.480000,-0.377852,0.012474,0.019127,-0.925584,0.012973,0.122496,0.000958,0.000221
2425,48.500000,-0.377065,0.011337,0.018609,-0.925931,0.012956,0.122653,0.001033,0.000246
2426,48.520000,-0.376383,0.011320,0.018725,-0.926206,0.013054,0.122858,0.001164,0.000262
2427,48.540000,-0.375609,0.011426,0.018916,-0.926515,0.013190,0.123089,0.001293,0.000222
2428,48.560000,-0.374983,0.010921,0.018540,-0.926782,0.013255,0.123243,0.001393,0.000210
2429,48.580000,-0.374770,0.010694,0.018438,-0.926873,0.013310,0.123306,0.001450,0.000216
2430,48.600000,-0.374353,0.010646,0.018267,-0.927045,0.013329,0.123337,0.001478,0.000226
2431,48.620000,-0.374142,0.010685,0.018354,-0.927128,0.013298,0.123342,0.001490,0.000225
2432,48.640000,-0.374085,0.010773,0.018345,-0.927150,0.013258,0.123353,0.001500,0.000227
2433,48.660000,-0.374038,0.011019,0.018420,-0.927165,0.013195,0.123351,0.001506,0.000225
2434,48.680000,-0.373754,0.011001,0.018848,-0.927271,0.013117,0.123341,0.001511,0.000245
2435,48.700000,-0.373805,0.011197,0.018664,-0.927252,0.013098,0.123359,0.001517,0.000234
2436,48.720000,-0.373798,0.011070,0.018520,-0.927259,0.013092,0.123329,0.001512,0.000232
2437,48.740000,-0.374007,0.010802,0.018331,-0.927182,0.013103,0.123228,0.001482,0.000247
2438,48.760000,-0.374526,0.011199,0.018631,-0.926962,0.013183,0.123095,0.001377,0.000218
2439,48.780000,-0.374811,0.011278,0.018493,-0.926848,0.013197,0.122903,0.001262,0.000268
2440,48.800000,-0.375148,0.011547,0.018543,-0.926707,0.013218,0.122790,0.001174,0.000245
2441,48.820000,-0.375597,0.012406,0.018942,-0.926507,0.013243,0.122659,0.001135,0.000266
2442,48.840000,-0.375830,0.013040,0.019110,-0.926400,0.013217,0.122524,0.001026,0.000237
2443,48.860000,-0.376107,0.012257,0.018686,-0.926307,0.013130,0.122317,0.000936,0.000237
2444,48.880000,-0.377181,0.012574,0.018751,-0.925864,0.013015,0.121919,0.000743,0.000192
2445,48.900000,-0.378126,0.013016,0.018570,-0.925476,0.012900,0.121583,0.000552,0.000169
2446,48.920000,-0.378717,0.013153,0.018678,-0.925231,0.012851,0.121448,0.000468,0.000167
2447,48.940000,-0.379144,0.013349,0.018661,-0.925053,0.012812,0.121360,0.000389,0.000177
2448,48.960000,-0.379452,0.011313,0.017639,-0.924974,0.012797,0.121153,0.000361,0.000204
2449,48.980000,-0.379991,0.011223,0.017413,-0.924758,0.012790,0.120852,0.000176,0.000238
2450,49.000000,-0.380653,0.011120,0.017475,-0.924486,0.012816,0.120622,0.000049,0.000232
2451,49.020000,-0.380789,0.011002,0.017308,-0.924435,0.012850,0.120556,-0.000001,0.000233
2452,49.040000,-0.381050,0.011110,0.017672,-0.924319,0.012840,0.120531,-0.000063,0.000214
2453,49.060000,-0.381286,0.010953,0.017386,-0.924229,0.012867,0.120357,-0.000165,0.000232
2454,49.080000,-0.382175,0.010514,0.017358,-0.923867,0.012803,0.120073,-0.000285,0.000239
2455,49.100000,-0.382517,0.010693,0.017404,-0.923723,0.012771,0.119868,-0.000396,0.000240
2456,49.120000,-0.382566,0.010962,0.017477,-0.923698,0.012723,0.119855,-0.000426,0.000212
2457,49.140000,-0.382528,0.010746,0.017285,-0.923720,0.012703,0.119948,-0.000376,0.000233
2458,49.160000,-0.382559,0.010797,0.017369,-0.923705,0.012705,0.119953,-0.000402,0.000252
2459,49.180000,-0.383273,0.010760,0.017418,-0.923408,0.012655,0.119737,-0.000537,0.000198
2460,49.200000,-0.383885,0.011055,0.017811,-0.923143,0.012646,0.119442,-0.000721,0.000204
2461,49.220000,-0.384417,0.010978,0.017699,-0.922925,0.012635,0.119274,-0.000845,0.000190
2462,49.240000,-0.384779,0.011326,0.017810,-0.922768,0.012649,0.119179,-0.000952,0.000163
2463,49.260000,-0.385287,0.010940,0.017600,-0.922564,0.012615,0.119023,-0.001034,0.000201
2464,49.280000,-0.385677,0.010817,0.017181,-0.922410,0.012590,0.118775,-0.001180,0.000244
2465,49.300000,-0.386371,0.011033,0.017147,-0.922118,0.012566,0.118528,-0.001300,0.000257
2466,49.320000,-0.386881,0.011231,0.017078,-0.921903,0.012564,0.118366,-0.001379,0.000260
2467,49.340000,-0.387177,0.011933,0.017374,-0.921765,0.012572,0.118274,-0.001415,0.000287
2468,49.360000,-0.387666,0.011916,0.017528,-0.921556,0.012531,0.118152,-0.001503,0.000245
2469,49.380000,-0.388334,0.011768,0.017550,-0.921276,0.012528,0.117972,-0.001581,0.000227
2470,49.400000,-0.391174,0.013637,0.019961,-0.919999,0.012361,0.117877,-0.001798,0.000201
2471,49.420000,-0.391461,0.013747,0.019959,-0.919875,0.012345,0.117731,-0.001918,0.000183
2472,49.440000,-0.391435,0.013593,0.019922,-0.919890,0.012360,0.117729,-0.001920,0.000173
2473,49.460000,-0.391029,0.013338,0.019935,-0.920066,0.012382,0.117793,-0.001906,0.000188
2474,49.480000,-0.390362,0.012700,0.018991,-0.920378,0.012445,0.117754,-0.001896,0.000202
2475,49.500000,-0.392202,0.014938,0.020327,-0.919533,0.012464,0.117752,-0.002027,0.000114
2476,49.520000,-0.391721,0.013429,0.019995,-0.919769,0.012397,0.117663,-0.001998,0.000190
2477,49.540000,-0.391915,0.013615,0.020025,-0.919683,0.012388,0.117658,-0.001999,0.000180
2478,49.560000,-0.391833,0.013594,0.020024,-0.919718,0.012380,0.117699,-0.001984,0.000178
2479,49.580000,-0.391913,0.013741,0.019974,-0.919683,0.012372,0.117695,-0.001997,0.000183
2480,49.600000,-0.392234,0.013736,0.020200,-0.919541,0.012372,0.117617,-0.002046,0.000187
2481,49.620000,-0.392369,0.012920,0.019702,-0.919506,0.012357,0.117479,-0.002071,0.000166
2482,49.640000,-0.393175,0.014906,0.020351,-0.919117,0.012421,0.117470,-0.002201,0.000106
2483,49.660000,-0.392735,0.012324,0.019647,-0.919359,0.012385,0.117304,-0.002164,0.000115
2484,49.680000,-0.393036,0.012449,0.019824,-0.919225,0.012400,0.117231,-0.002204,0.000120
2485,49.700000,-0.393440,0.012160,0.019500,-0.919063,0.012375,0.117107,-0.002271,0.000132
2486,49.720000,-0.393673,0.011723,0.019396,-0.918971,0.012349,0.117009,-0.002313,0.000162
2487,49.740000,-0.394068,0.011783,0.019535,-0.918798,0.012362,0.116915,-0.002388,0.000136
2488,49.760000,-0.394402,0.011669,0.019487,-0.918657,0.012360,0.116795,-0.002465,0.000143
2489,49.780000,-0.394493,0.011859,0.019367,-0.918618,0.012338,0.116715,-0.002515,0.000199
2490,49.800000,-0.394678,0.011704,0.019428,-0.918540,0.012339,0.116665,-0.002542,0.000210
2491,49.820000,-0.394598,0.011736,0.019413,-0.918574,0.012336,0.116702,-0.002526,0.000207
2492,49.840000,-0.394416,0.011533,0.019438,-0.918654,0.012348,0.116768,-0.002487,0.000192
2493,49.860000,-0.394622,0.011682,0.019591,-0.918561,0.012345,0.116784,-0.002501,0.000150
2494,49.880000,-0.394472,0.011636,0.019477,-0.918628,0.012360,0.116801,-0.002485,0.000173
2495,49.900000,-0.394527,0.011422,0.019546,-0.918605,0.012392,0.116785,-0.002483,0.000187
2496,49.920000,-0.394588,0.011428,0.019522,-0.918580,0.012391,0.116762,-0.002496,0.000196
2497,49.940000,-0.394474,0.011350,0.019489,-0.918630,0.012394,0.116787,-0.002474,0.000190
2498,49.960000,-0.394585,0.011523,0.019627,-0.918577,0.012386,0.116858,-0.002427,0.000130
2499,49.980000,-0.394014,0.011756,0.019781,-0.918817,0.012415,0.117045,-0.002339,0.000124
2500,50.000000,-0.393790,0.012558,0.020334,-0.918890,0.012441,0.117218,-0.002301,0.000113
2501,50.020000,-0.393626,0.011682,0.019541,-0.918989,0.012474,0.117258,-0.002206,0.000104
2502,50.040000,-0.393413,0.011839,0.019515,-0.919078,0.012479,0.117309,-0.002186,0.000094
2503,50.060000,-0.395668,0.020253,0.021192,-0.917926,0.012553,0.117569,-0.002552,0.000306
2504,50.080000,-0.392992,0.014079,0.020507,-0.919206,0.012460,0.117689,-0.002080,0.000159
2505,50.100000,-0.391965,0.012932,0.020189,-0.919668,0.012485,0.117889,-0.001919,0.000222
2506,50.120000,-0.392341,0.014093,0.020420,-0.919485,0.012569,0.117979,-0.001940,0.000151
2507,50.140000,-0.392707,0.014430,0.020655,-0.919319,0.012583,0.117896,-0.001961,0.000117
2508,50.160000,-0.392406,0.014097,0.020547,-0.919454,0.012613,0.117893,-0.001948,0.000131
2509,50.180000,-0.391454,0.012682,0.020364,-0.919885,0.012613,0.118073,-0.001764,0.000192
2510,50.200000,-0.388653,0.010970,0.017779,-0.921147,0.012739,0.118260,-0.001522,0.000248
